customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
ID-05808,Female,0,No,Yes,36,No,Yes,Fiber optic,No internet service,No,No,Yes,No,No internet service,Two year,No,Bank transfer,86.09,7246.93,No
ID-05809,Female,0,No,Yes,42,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,30.36,2672.9,No
ID-05810,Male,1,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,71.53,7900.95,No
ID-05811,Male,0,No,No,28,No,No phone service,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Mailed check,33.6,2800.54,No
ID-05812,Female,0,Yes,No,28,No,No,No,Yes,No internet service,Yes,Yes,Yes,No,Two year,No,Mailed check,56.8,7780.82,No
ID-05813,Female,0,Yes,Yes,48,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,96.93,1692.11,No
ID-05814,Male,0,Yes,Yes,50,Yes,No phone service,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Mailed check,41.15,2513.48,Yes
ID-05815,Male,0,No,Yes,49,Yes,No,DSL,No,Yes,No,No internet service,No,No internet service,Two year,No,Credit card,21.04,7681.11,Yes
ID-05816,Female,0,Yes,No,27,Yes,No,No,No internet service,No,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,37.68,718.7,No
ID-05817,Male,0,Yes,No,4,Yes,No,No,Yes,No,No internet service,Yes,No,No internet service,Month-to-month,Yes,Credit card,58.5,6100.31,No
ID-05818,Male,0,No,No,55,No,No,DSL,Yes,Yes,Yes,Yes,No internet service,No internet service,Two year,No,Credit card,42.54,5928.76,No
ID-05819,Female,0,No,No,63,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Two year,No,Mailed check,90.83,8443.52,No
ID-05820,Male,1,Yes,No,16,No,Yes,DSL,No internet service,Yes,Yes,No,No,Yes,Two year,No,Electronic check,97.56,8444.54,No
ID-05821,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,42.42,4182.46,No
ID-05822,Male,0,Yes,Yes,8,No,Yes,DSL,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,45.25,5724.34,No
ID-05823,Female,0,Yes,No,67,Yes,No phone service,DSL,No internet service,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.54,1368.4,Yes
ID-05824,Male,0,No,No,15,No,No phone service,No,No internet service,No,Yes,No internet service,No,No,Two year,No,Bank transfer,93.88,1977.56,No
ID-05825,Female,1,No,No,15,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,114.67,4857.99,No
ID-05826,Female,0,No,Yes,12,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Credit card,48.46,2077.35,Yes
ID-05827,Female,0,No,No,62,No,No phone service,DSL,Yes,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,109.81,1897.79,Yes
ID-05828,Female,0,No,Yes,40,No,Yes,No,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,36.52,216.21,Yes
ID-05829,Male,0,Yes,Yes,52,No,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,22.38,653.88,No
ID-05830,Male,0,No,No,67,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,97.9,6183.89,No
ID-05831,Female,0,No,No,8,Yes,No phone service,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.35,142.45,No
ID-05832,Male,0,Yes,No,50,Yes,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Bank transfer,25.97,7781.59,No
ID-05833,Male,0,No,Yes,47,Yes,No,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.4,699.97,No
ID-05834,Male,0,Yes,No,48,No,No phone service,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.62,1375.21,Yes
ID-05835,Male,0,No,Yes,17,No,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer,49.04,2967.85,No
ID-05836,Male,0,No,Yes,9,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,No,Mailed check,92.15,6315.85,No
ID-05837,Female,0,No,No,53,No,No phone service,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Electronic check,85.11,6091.04,No
ID-05838,Female,0,Yes,No,14,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card,118.72,2155.07,No
ID-05839,Female,0,No,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,77.94,2852.15,No
ID-05840,Female,0,Yes,Yes,39,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,29.35,7135.5,No
ID-05841,Male,0,No,No,46,Yes,Yes,No,No,No internet service,No internet service,No,No,Yes,Two year,Yes,Bank transfer,116.59,4323.61,Yes
ID-05842,Male,0,No,Yes,19,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,87.89,3989.28,No
ID-05843,Female,0,Yes,No,21,Yes,No phone service,No,No,No internet service,No,No,No,Yes,One year,No,Bank transfer,55.84,5508.31,No
ID-05844,Male,0,Yes,Yes,47,Yes,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,One year,No,Mailed check,43.07,3977.54,Yes
ID-05845,Male,0,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,40.58,3779.55,No
ID-05846,Female,0,Yes,No,4,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,114.35,6939.39,No
ID-05847,Male,0,No,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No,Two year,No,Bank transfer,60.4,8090.48,No
ID-05848,Female,0,No,Yes,20,No,No,No,No internet service,No internet service,No,Yes,No,Yes,One year,No,Bank transfer,67.17,4778.48,Yes
ID-05849,Female,0,Yes,No,60,Yes,No phone service,No,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,102.35,2525.81,No
ID-05850,Male,1,Yes,Yes,54,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Two year,Yes,Mailed check,115.12,8248.92,No
ID-05851,Male,0,Yes,Yes,23,No,Yes,DSL,Yes,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,18.69,6101.62,No
ID-05852,Female,0,No,Yes,22,No,No,No,No,Yes,No,Yes,No,No internet service,Two year,Yes,Credit card,117.77,5688.98,No
ID-05853,Female,0,Yes,Yes,10,No,Yes,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Mailed check,25.83,5275.98,No
ID-05854,Male,0,No,No,46,No,No,DSL,No,No,Yes,Yes,No,No internet service,One year,No,Credit card,102.35,6434.77,No
ID-05855,Female,0,Yes,Yes,1,No,No phone service,DSL,No,No internet service,No,No,Yes,No internet service,Two year,Yes,Bank transfer,113.76,6740.12,No
ID-05856,Female,1,Yes,No,69,No,No,Fiber optic,No,No,No,No internet service,No internet service,Yes,One year,Yes,Bank transfer,74.64,6875.07,No
ID-05857,Female,0,Yes,No,52,Yes,No,DSL,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Electronic check,73.7,8475.09,No
ID-05858,Male,0,Yes,No,10,No,Yes,No,No internet service,No,No internet service,No,No,No,Two year,Yes,Electronic check,85.49,3581.95,Yes
ID-05859,Female,0,Yes,Yes,14,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Electronic check,53.71,2121.07,No
ID-05860,Male,1,No,No,11,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,34.91,3433.76,No
ID-05861,Female,0,Yes,No,35,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Credit card,24.92,6663.75,No
ID-05862,Male,0,Yes,No,22,No,No,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,106.8,4704.25,No
ID-05863,Female,0,No,No,26,Yes,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,One year,No,Bank transfer,73.26,7512.14,No
ID-05864,Male,1,No,No,13,Yes,No,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer,88.0,2064.79,No
ID-05865,Male,0,No,Yes,53,Yes,No phone service,DSL,No,No,No,No,No internet service,No internet service,One year,No,Electronic check,51.62,6405.74,No
ID-05866,Male,0,No,No,26,No,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,No,Electronic check,99.35,2179.28,No
ID-05867,Female,0,Yes,Yes,20,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card,53.42,6943.82,No
ID-05868,Female,0,Yes,No,48,No,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,21.24,3816.2,Yes
ID-05869,Female,0,No,No,61,Yes,No,No,Yes,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer,52.11,8593.05,No
ID-05870,Male,0,Yes,Yes,71,No,No phone service,DSL,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,103.71,5813.86,No
ID-05871,Female,0,No,Yes,43,No,Yes,No,Yes,Yes,Yes,No internet service,No internet service,No,One year,No,Electronic check,106.28,6446.49,Yes
ID-05872,Male,0,No,No,43,Yes,No,No,Yes,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,112.19,388.52,Yes
ID-05873,Female,0,Yes,No,60,Yes,No,No,No internet service,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer,68.45,6111.42,No
ID-05874,Male,0,Yes,No,41,No,Yes,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,114.39,3648.0,No
ID-05875,Male,0,No,No,22,No,No,Fiber optic,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Mailed check,68.42,2818.68,No
ID-05876,Male,0,Yes,No,0,No,No phone service,No,No internet service,No internet service,No,Yes,No,Yes,Two year,No,Electronic check,33.72,6909.86,No
ID-05877,Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card,68.7,1999.74,No
ID-05878,Female,0,No,No,54,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,One year,No,Electronic check,105.55,1594.03,No
ID-05879,Female,0,No,No,15,Yes,No phone service,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,97.21,3097.62,Yes
ID-05880,Male,1,No,Yes,17,Yes,No phone service,No,No internet service,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,61.87,5472.54,No
ID-05881,Male,0,Yes,Yes,37,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,39.61,2248.3,No
ID-05882,Female,0,No,No,66,No,Yes,No,Yes,Yes,No internet service,No,No internet service,No internet service,Two year,No,Bank transfer,76.65,4859.35,No
ID-05883,Female,0,No,Yes,19,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,111.84,3353.55,Yes
ID-05884,Female,0,No,Yes,18,No,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,One year,No,Credit card,36.09,3456.4,No
ID-05885,Male,0,Yes,Yes,12,No,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Electronic check,101.37,1778.59,No
ID-05886,Male,0,No,No,16,No,No phone service,No,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,No,Bank transfer,33.06,2809.79,No
ID-05887,Male,0,No,No,29,No,No phone service,No,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,110.67,2391.55,Yes
ID-05888,Male,0,Yes,No,42,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,87.92,2128.03,No
ID-05889,Male,0,No,Yes,47,No,No,No,No internet service,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Mailed check,29.22,718.33,Yes
ID-05890,Female,0,No,No,42,Yes,No phone service,No,Yes,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Credit card,38.59,3771.47,Yes
ID-05891,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card,111.41,2138.82,Yes
ID-05892,Male,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,No,Electronic check,69.26,8346.97,No
ID-05893,Male,1,Yes,No,71,Yes,No,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,63.83,5232.95,No
ID-05894,Male,0,Yes,Yes,33,No,No,No,Yes,No,No internet service,No,No,No,Two year,No,Credit card,24.11,4022.34,No
ID-05895,Male,0,Yes,Yes,71,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card,26.7,2947.45,No
ID-05896,Female,0,No,Yes,70,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Credit card,87.76,4011.5,No
ID-05897,Male,0,Yes,Yes,12,Yes,No,No,No,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,96.33,2977.58,No
ID-05898,Male,0,Yes,No,55,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Two year,No,Bank transfer,105.38,7444.23,No
ID-05899,Male,0,No,No,58,No,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.78,2235.48,No
ID-05900,Female,0,Yes,No,31,No,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,51.27,2444.58,No
ID-05901,Female,0,Yes,Yes,53,Yes,No,DSL,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,81.12,6168.21,Yes
ID-05902,Female,1,Yes,No,1,No,No phone service,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,Yes,Credit card,80.45,7826.18,Yes
ID-05903,Male,0,No,No,36,No,No,No,Yes,No,No internet service,No,Yes,No,One year,No,Bank transfer,21.73,5912.51,No
ID-05904,Female,1,No,Yes,32,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,Yes,One year,No,Electronic check,112.6,752.56,No
ID-05905,Male,0,Yes,Yes,0,Yes,No,No,Yes,No,Yes,Yes,No,No internet service,Month-to-month,No,Bank transfer,82.83,7809.33,No
ID-05906,Male,0,Yes,No,27,No,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two year,No,Mailed check,18.9,6685.64,Yes
ID-05907,Female,0,No,Yes,16,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,Yes,Bank transfer,114.69,2095.79,No
ID-05908,Male,0,No,No,56,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,113.99,560.84,No
ID-05909,Male,1,No,Yes,69,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,No internet service,Two year,No,Mailed check,113.31,6236.32,No
ID-05910,Male,0,No,Yes,51,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,Two year,Yes,Electronic check,107.58,2051.24,No
ID-05911,Female,0,Yes,No,43,Yes,No phone service,No,Yes,Yes,No,No,Yes,Yes,One year,No,Credit card,36.81,4557.89,No
ID-05912,Male,1,No,Yes,46,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,116.46,794.44,No
ID-05913,Male,0,Yes,Yes,12,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,Yes,Credit card,94.82,4942.26,No
ID-05914,Female,0,No,Yes,29,No,No,DSL,No internet service,Yes,No,Yes,No internet service,No,One year,Yes,Mailed check,82.65,204.35,No
ID-05915,Male,0,No,No,65,No,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,112.99,4646.13,No
ID-05916,Male,0,No,No,52,No,No phone service,DSL,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,56.55,7243.51,No
ID-05917,Female,0,No,No,17,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,111.85,5051.29,No
ID-05918,Male,0,Yes,Yes,27,No,No,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Two year,No,Electronic check,79.12,7685.1,No
ID-05919,Male,0,Yes,Yes,3,No,No,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,No,Bank transfer,76.47,4775.16,No
ID-05920,Male,0,Yes,Yes,41,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Bank transfer,83.17,5975.9,No
ID-05921,Male,0,No,Yes,5,No,No phone service,DSL,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,94.04,3192.54,Yes
ID-05922,Male,1,Yes,No,8,No,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer,62.96,2590.49,No
ID-05923,Female,0,No,No,19,No,No,DSL,Yes,No,No,No,Yes,No internet service,One year,No,Credit card,116.8,2928.67,No
ID-05924,Female,0,No,Yes,37,No,No phone service,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Credit card,27.15,909.15,Yes
ID-05925,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,110.09,2222.95,No
ID-05926,Female,0,No,No,49,Yes,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,84.32,3372.52,Yes
ID-05927,Male,0,No,No,59,Yes,No phone service,No,No,Yes,No internet service,No internet service,Yes,No,One year,No,Bank transfer,109.7,2978.3,No
ID-05928,Male,0,Yes,Yes,12,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,55.31,4313.3,Yes
ID-05929,Male,1,No,No,41,No,No,DSL,No internet service,No internet service,No internet service,No internet service,No,No,One year,Yes,Mailed check,101.56,4249.84,Yes
ID-05930,Male,0,No,No,67,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,80.16,6391.65,No
ID-05931,Male,0,Yes,No,24,No,No phone service,No,No,No internet service,No,No internet service,No,No,Two year,No,Credit card,101.78,3447.97,No
ID-05932,Female,0,Yes,No,30,No,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,50.91,5887.44,Yes
ID-05933,Female,0,No,No,11,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,No,Electronic check,110.44,7736.91,No
ID-05934,Male,0,Yes,Yes,63,No,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Bank transfer,111.14,3968.22,No
ID-05935,Male,0,No,No,60,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card,65.97,4814.56,No
ID-05936,Male,0,Yes,No,52,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Credit card,58.48,5887.04,No
ID-05937,Female,1,No,Yes,25,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Mailed check,76.06,4300.45,No
ID-05938,Male,0,Yes,No,60,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,38.37,1432.62,Yes
ID-05939,Male,0,Yes,Yes,9,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,68.12,2562.54,No
ID-05940,Male,0,No,Yes,11,Yes,No phone service,No,No,Yes,Yes,No internet service,No,No,One year,Yes,Credit card,108.38,262.53,Yes
ID-05941,Female,0,Yes,Yes,21,Yes,No,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,No,Mailed check,54.95,5942.63,No
ID-05942,Male,0,Yes,Yes,52,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,Two year,No,Mailed check,92.22,2441.21,Yes
ID-05943,Female,0,No,No,20,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,80.87,7156.13,No
ID-05944,Female,0,Yes,No,34,No,No,No,No internet service,Yes,Yes,No,No internet service,No internet service,One year,Yes,Mailed check,44.52,5702.75,No
ID-05945,Female,0,Yes,Yes,70,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card,71.69,6397.96,No
ID-05946,Female,0,Yes,No,26,No,Yes,DSL,No internet service,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,103.94,7666.17,Yes
ID-05947,Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,74.02,3707.61,No
ID-05948,Female,0,Yes,No,46,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer,88.28,1652.86,Yes
ID-05949,Male,0,No,No,65,Yes,No phone service,Fiber optic,No,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card,96.18,8125.92,Yes
ID-05950,Male,0,No,Yes,14,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,23.21,8648.64,No
ID-05951,Male,0,Yes,No,23,No,No,No,No,No internet service,No,No,No internet service,No internet service,One year,No,Credit card,23.4,1907.28,No
ID-05952,Female,0,No,Yes,9,No,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,29.8,6440.08,No
ID-05953,Male,0,No,No,23,No,No,No,No,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,34.63,644.6,No
ID-05954,Female,0,No,No,56,No,No,No,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,99.8,256.32,No
ID-05955,Female,0,No,No,33,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,No,One year,No,Mailed check,62.03,5869.29,No
ID-05956,Female,0,Yes,Yes,40,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,No,Yes,Two year,No,Credit card,36.87,2229.6,No
ID-05957,Male,0,Yes,Yes,39,No,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,71.7,7539.52,No
ID-05958,Female,0,Yes,Yes,10,No,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,One year,Yes,Mailed check,94.97,4464.79,No
ID-05959,Female,0,No,No,0,No,No phone service,No,Yes,No,No internet service,No,Yes,Yes,Two year,No,Electronic check,32.33,6795.89,No
ID-05960,Male,0,No,Yes,29,No,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,52.86,914.96,No
ID-05961,Male,0,Yes,Yes,42,No,Yes,No,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,37.78,7596.82,No
ID-05962,Female,0,No,Yes,25,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,83.21,1664.35,No
ID-05963,Female,0,Yes,No,52,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Credit card,32.0,4942.79,No
ID-05964,Male,0,No,No,46,Yes,Yes,DSL,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Bank transfer,96.75,5302.16,No
ID-05965,Male,0,Yes,No,8,No,Yes,No,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Bank transfer,39.14,589.8,No
ID-05966,Male,0,Yes,No,8,Yes,No,Fiber optic,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,24.14,8490.35,No
ID-05967,Female,0,Yes,Yes,0,Yes,Yes,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,109.79,2637.64,No
ID-05968,Male,0,No,No,70,Yes,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,51.74,6207.16,Yes
ID-05969,Male,0,Yes,Yes,43,No,No,No,No internet service,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,68.78,5492.45,No
ID-05970,Male,0,No,No,58,Yes,No,No,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,28.4,304.97,No
ID-05971,Female,0,No,Yes,55,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Mailed check,66.44,7491.93,Yes
ID-05972,Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card,40.62,2656.63,No
ID-05973,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,102.71,2176.71,No
ID-05974,Male,0,No,Yes,37,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,89.98,525.68,No
ID-05975,Male,0,No,Yes,10,Yes,No phone service,No,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,No,Bank transfer,84.91,2187.76,No
ID-05976,Male,0,Yes,Yes,24,Yes,No phone service,DSL,Yes,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,96.77,5392.03,No
ID-05977,Female,0,Yes,Yes,58,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Two year,Yes,Electronic check,47.77,1759.09,Yes
ID-05978,Female,0,No,No,28,Yes,Yes,DSL,Yes,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,63.84,4061.21,No
ID-05979,Female,0,Yes,No,39,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,Yes,One year,No,Credit card,26.95,6948.9,No
ID-05980,Male,1,Yes,Yes,7,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,25.06,8296.43,No
ID-05981,Female,1,Yes,No,5,No,No phone service,DSL,Yes,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,51.32,6089.1,No
ID-05982,Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,100.94,1714.58,Yes
ID-05983,Female,1,No,Yes,52,No,No phone service,DSL,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,78.32,3338.75,No
ID-05984,Male,0,No,No,20,Yes,No,DSL,Yes,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,60.91,4819.95,No
ID-05985,Male,0,Yes,Yes,56,No,No,Fiber optic,No internet service,No,No,No,Yes,No,Two year,No,Electronic check,115.43,7570.35,No
ID-05986,Female,0,Yes,No,5,No,No,Fiber optic,No internet service,No,No,No,No internet service,No,One year,No,Bank transfer,62.69,4765.12,No
ID-05987,Female,0,No,Yes,62,No,Yes,DSL,No,Yes,No,No,No,No,One year,No,Credit card,65.37,4276.08,No
